ID;Recency;Frequency;Monetary;R;F;M;RFM_Concat;RFM_Score;RFM_Segment
1419;11.0;9.0;76.0;5;3;2;532;7.5;Potencialmente fiéis
9150;21.0;7.0;62.0;4;2;2;422;6.0;Potencialmente fiéis
1250;82.0;7.0;84.0;1;2;3;123;3.5;Em Risco
9905;69.0;14.0;255.0;2;4;4;244;6.0;Fiéis
10691;55.0;5.0;43.0;3;1;1;311;4.0;Potencialmente fiéis
7002;13.0;14.0;398.0;5;4;4;544;9.0;Campeões
2952;80.0;8.0;76.0;1;2;2;122;3.0;Em Risco
8439;97.0;15.0;902.0;1;4;5;145;5.5;Em Risco
6289;85.0;10.0;185.0;1;3;3;133;4.0;Em Risco
8397;82.0;6.0;34.0;1;1;1;111;2.0;Hibernando
9284;21.0;27.0;907.0;4;5;5;455;9.0;Campeões
3130;95.0;10.0;44.0;1;3;2;132;3.5;Em Risco
1990;74.0;17.0;1797.0;2;4;5;245;6.5;Fiéis
5513;49.0;6.0;40.0;3;1;1;311;4.0;Potencialmente fiéis
269;71.0;21.0;1143.0;2;5;5;255;7.0;Fiéis
8093;72.0;14.0;914.0;2;4;5;245;6.5;Fiéis
2549;80.0;5.0;27.0;1;1;1;111;2.0;Hibernando
5782;15.0;22.0;763.0;5;5;5;555;10.0;Campeões
10307;91.0;19.0;525.0;1;5;4;154;5.5;Em Risco
8566;10.0;4.0;9.0;5;1;1;511;6.0;Potencialmente fiéis
2415;99.0;16.0;953.0;1;4;5;145;5.5;Em Risco
5684;25.0;7.0;68.0;4;2;2;422;6.0;Potencialmente fiéis
8334;34.0;10.0;131.0;4;3;3;433;7.0;Fiéis
78;51.0;5.0;37.0;3;1;1;311;4.0;Potencialmente fiéis
5441;97.0;15.0;388.0;1;4;4;144;5.0;Em Risco
1087;30.0;10.0;173.0;4;3;3;433;7.0;Fiéis
6859;30.0;9.0;99.0;4;3;3;433;7.0;Fiéis
9860;11.0;12.0;215.0;5;3;3;533;8.0;Fiéis
5866;39.0;12.0;219.0;4;3;3;433;7.0;Fiéis
10521;0.0;12.0;174.0;5;3;3;533;8.0;Fiéis
7393;15.0;9.0;92.0;5;3;3;533;8.0;Fiéis
332;56.0;14.0;275.0;3;4;4;344;7.0;Fiéis
9576;60.0;11.0;159.0;2;3;3;233;5.0;Fiéis
7419;90.0;7.0;35.0;1;2;1;121;2.5;Hibernando
3170;86.0;15.0;1042.0;1;4;5;145;5.5;Em Risco
8527;37.0;19.0;395.0;4;5;4;454;8.5;Campeões
10595;19.0;6.0;69.0;5;1;2;512;6.5;Potencialmente fiéis
4609;14.0;18.0;486.0;5;4;4;544;9.0;Campeões
5010;72.0;6.0;34.0;2;1;1;211;3.0;Quase em risco
11148;85.0;4.0;13.0;1;1;1;111;2.0;Hibernando
10163;28.0;20.0;1323.0;4;5;5;455;9.0;Campeões
6710;84.0;7.0;103.0;1;2;3;123;3.5;Em Risco
5316;89.0;7.0;84.0;1;2;3;123;3.5;Em Risco
9029;73.0;23.0;1536.0;2;5;5;255;7.0;Fiéis
521;42.0;18.0;581.0;3;4;5;345;7.5;Fiéis
1459;16.0;14.0;928.0;5;4;5;545;9.5;Campeões
10241;16.0;4.0;14.0;5;1;1;511;6.0;Potencialmente fiéis
1630;56.0;15.0;424.0;3;4;4;344;7.0;Fiéis
3254;65.0;14.0;960.0;2;4;5;245;6.5;Fiéis
9064;10.0;20.0;1555.0;5;5;5;555;10.0;Campeões
4227;78.0;9.0;55.0;2;3;2;232;4.5;Precisam de atenção
9467;51.0;5.0;20.0;3;1;1;311;4.0;Potencialmente fiéis
8486;27.0;17.0;367.0;4;4;4;444;8.0;Campeões
3286;71.0;7.0;42.0;2;2;1;221;3.5;Quase em risco
3722;83.0;7.0;48.0;1;2;2;122;3.0;Em Risco
6715;3.0;25.0;685.0;5;5;5;555;10.0;Campeões
4796;71.0;5.0;39.0;2;1;1;211;3.0;Quase em risco
9612;3.0;5.0;43.0;5;1;1;511;6.0;Potencialmente fiéis
1570;8.0;26.0;1039.0;5;5;5;555;10.0;Campeões
8341;22.0;6.0;34.0;4;1;1;411;5.0;Potencialmente fiéis
5180;56.0;10.0;149.0;3;3;3;333;6.0;Fiéis
6461;74.0;23.0;946.0;2;5;5;255;7.0;Fiéis
7679;48.0;6.0;28.0;3;1;1;311;4.0;Potencialmente fiéis
10702;67.0;17.0;450.0;2;4;4;244;6.0;Fiéis
7505;24.0;5.0;46.0;4;1;2;412;5.5;Potencialmente fiéis
2961;86.0;15.0;382.0;1;4;4;144;5.0;Em Risco
5790;62.0;7.0;72.0;2;2;2;222;4.0;Precisam de atenção
3578;29.0;12.0;236.0;4;3;4;434;7.5;Fiéis
8462;52.0;5.0;80.0;3;1;3;313;5.0;Potencialmente fiéis
8780;71.0;18.0;507.0;2;4;4;244;6.0;Fiéis
10789;13.0;7.0;68.0;5;2;2;522;7.0;Potencialmente fiéis
10779;16.0;5.0;49.0;5;1;2;512;6.5;Potencialmente fiéis
5896;94.0;15.0;397.0;1;4;4;144;5.0;Em Risco
2337;77.0;9.0;39.0;2;3;1;231;4.0;Perdidos
10951;20.0;14.0;306.0;4;4;4;444;8.0;Campeões
544;51.0;14.0;976.0;3;4;5;345;7.5;Fiéis
10680;71.0;7.0;70.0;2;2;2;222;4.0;Precisam de atenção
3265;36.0;5.0;46.0;4;1;2;412;5.5;Potencialmente fiéis
5623;95.0;5.0;51.0;1;1;2;112;2.5;Hibernando
2326;15.0;6.0;85.0;5;1;3;513;7.0;Potencialmente fiéis
4385;82.0;8.0;47.0;1;2;2;122;3.0;Em Risco
2929;27.0;8.0;137.0;4;2;3;423;6.5;Potencialmente fiéis
10686;72.0;4.0;21.0;2;1;1;211;3.0;Quase em risco
2546;7.0;6.0;70.0;5;1;2;512;6.5;Potencialmente fiéis
3112;2.0;5.0;24.0;5;1;1;511;6.0;Potencialmente fiéis
1867;42.0;19.0;1336.0;3;5;5;355;8.0;Fiéis
1518;29.0;24.0;749.0;4;5;5;455;9.0;Campeões
5734;83.0;7.0;91.0;1;2;3;123;3.5;Em Risco
2878;93.0;15.0;414.0;1;4;4;144;5.0;Em Risco
1458;40.0;9.0;44.0;3;3;2;332;5.5;Potencialmente fiéis
7007;47.0;8.0;63.0;3;2;2;322;5.0;Potencialmente fiéis
1403;40.0;6.0;38.0;3;1;1;311;4.0;Potencialmente fiéis
4827;3.0;20.0;455.0;5;5;4;554;9.5;Campeões
9291;25.0;4.0;15.0;4;1;1;411;5.0;Potencialmente fiéis
2478;48.0;6.0;38.0;3;1;1;311;4.0;Potencialmente fiéis
5138;68.0;5.0;43.0;2;1;1;211;3.0;Quase em risco
5393;64.0;5.0;42.0;2;1;1;211;3.0;Quase em risco
5015;94.0;9.0;162.0;1;3;3;133;4.0;Em Risco
2495;24.0;22.0;816.0;4;5;5;455;9.0;Campeões
7842;54.0;9.0;74.0;3;3;2;332;5.5;Potencialmente fiéis
9955;20.0;9.0;134.0;4;3;3;433;7.0;Fiéis
6663;96.0;9.0;157.0;1;3;3;133;4.0;Em Risco
2162;19.0;18.0;561.0;5;4;4;544;9.0;Campeões
3434;60.0;19.0;1336.0;2;5;5;255;7.0;Fiéis
5626;13.0;16.0;463.0;5;4;4;544;9.0;Campeões
8514;59.0;5.0;20.0;2;1;1;211;3.0;Quase em risco
10448;55.0;18.0;377.0;3;4;4;344;7.0;Fiéis
7530;48.0;10.0;138.0;3;3;3;333;6.0;Fiéis
6355;19.0;9.0;45.0;5;3;2;532;7.5;Potencialmente fiéis
3517;32.0;10.0;161.0;4;3;3;433;7.0;Fiéis
1158;27.0;8.0;144.0;4;2;3;423;6.5;Potencialmente fiéis
7165;59.0;22.0;823.0;2;5;5;255;7.0;Fiéis
3595;29.0;28.0;1138.0;4;5;5;455;9.0;Campeões
4331;41.0;21.0;1371.0;3;5;5;355;8.0;Fiéis
6281;27.0;16.0;982.0;4;4;5;445;8.5;Campeões
4338;28.0;5.0;44.0;4;1;2;412;5.5;Potencialmente fiéis
2452;8.0;17.0;318.0;5;4;4;544;9.0;Campeões
9507;18.0;16.0;434.0;5;4;4;544;9.0;Campeões
8360;76.0;12.0;198.0;2;3;3;233;5.0;Fiéis
4867;2.0;11.0;88.0;5;3;3;533;8.0;Fiéis
9289;16.0;6.0;63.0;5;1;2;512;6.5;Potencialmente fiéis
10913;56.0;4.0;27.0;3;1;1;311;4.0;Potencialmente fiéis
3032;97.0;11.0;193.0;1;3;3;133;4.0;Em Risco
8524;15.0;9.0;101.0;5;3;3;533;8.0;Fiéis
4470;3.0;8.0;140.0;5;2;3;523;7.5;Potencialmente fiéis
8619;4.0;4.0;22.0;5;1;1;511;6.0;Potencialmente fiéis
10821;45.0;16.0;263.0;3;4;4;344;7.0;Fiéis
4552;37.0;12.0;393.0;4;3;4;434;7.5;Fiéis
898;39.0;10.0;147.0;4;3;3;433;7.0;Fiéis
9797;38.0;16.0;443.0;4;4;4;444;8.0;Campeões
8212;89.0;10.0;174.0;1;3;3;133;4.0;Em Risco
4547;86.0;6.0;25.0;1;1;1;111;2.0;Hibernando
6815;4.0;21.0;809.0;5;5;5;555;10.0;Campeões
10841;46.0;18.0;484.0;3;4;4;344;7.0;Fiéis
5370;38.0;18.0;413.0;4;4;4;444;8.0;Campeões
176;73.0;12.0;331.0;2;3;4;234;5.5;Fiéis
4860;66.0;5.0;25.0;2;1;1;211;3.0;Quase em risco
10757;36.0;4.0;13.0;4;1;1;411;5.0;Potencialmente fiéis
4023;29.0;10.0;115.0;4;3;3;433;7.0;Fiéis
6679;29.0;4.0;16.0;4;1;1;411;5.0;Potencialmente fiéis
9923;6.0;9.0;92.0;5;3;3;533;8.0;Fiéis
7181;97.0;7.0;52.0;1;2;2;122;3.0;Em Risco
405;68.0;17.0;441.0;2;4;4;244;6.0;Fiéis
6870;73.0;12.0;283.0;2;3;4;234;5.5;Fiéis
832;90.0;23.0;747.0;1;5;5;155;6.0;Em Risco
3657;1.0;11.0;165.0;5;3;3;533;8.0;Fiéis
4102;46.0;4.0;23.0;3;1;1;311;4.0;Potencialmente fiéis
7042;14.0;6.0;66.0;5;1;2;512;6.5;Potencialmente fiéis
10598;89.0;8.0;37.0;1;2;1;121;2.5;Hibernando
255;31.0;6.0;21.0;4;1;1;411;5.0;Potencialmente fiéis
2375;75.0;4.0;22.0;2;1;1;211;3.0;Quase em risco
9829;42.0;9.0;78.0;3;3;2;332;5.5;Potencialmente fiéis
6214;53.0;6.0;79.0;3;1;3;313;5.0;Potencialmente fiéis
4954;53.0;17.0;265.0;3;4;4;344;7.0;Fiéis
7861;23.0;19.0;1175.0;4;5;5;455;9.0;Campeões
9423;49.0;8.0;46.0;3;2;2;322;5.0;Potencialmente fiéis
4198;6.0;4.0;25.0;5;1;1;511;6.0;Potencialmente fiéis
153;29.0;5.0;46.0;4;1;2;412;5.5;Potencialmente fiéis
10001;98.0;10.0;100.0;1;3;3;133;4.0;Em Risco
3799;4.0;23.0;868.0;5;5;5;555;10.0;Campeões
8625;70.0;9.0;45.0;2;3;2;232;4.5;Precisam de atenção
983;82.0;12.0;414.0;1;3;4;134;4.5;Em Risco
9119;27.0;15.0;392.0;4;4;4;444;8.0;Campeões
5872;23.0;22.0;639.0;4;5;5;455;9.0;Campeões
6568;97.0;6.0;79.0;1;1;3;113;3.0;Perdidos
8416;19.0;7.0;44.0;5;2;2;522;7.0;Potencialmente fiéis
5454;80.0;6.0;50.0;1;1;2;112;2.5;Hibernando
5474;79.0;12.0;223.0;2;3;3;233;5.0;Fiéis
4268;50.0;9.0;158.0;3;3;3;333;6.0;Fiéis
10701;60.0;28.0;1211.0;2;5;5;255;7.0;Fiéis
2079;0.0;22.0;1208.0;5;5;5;555;10.0;Campeões
626;28.0;5.0;43.0;4;1;1;411;5.0;Potencialmente fiéis
4426;35.0;21.0;527.0;4;5;4;454;8.5;Campeões
2591;49.0;15.0;932.0;3;4;5;345;7.5;Fiéis
10509;46.0;8.0;71.0;3;2;2;322;5.0;Potencialmente fiéis
6382;97.0;5.0;54.0;1;1;2;112;2.5;Hibernando
6673;51.0;7.0;129.0;3;2;3;323;5.5;Potencialmente fiéis
8775;74.0;10.0;137.0;2;3;3;233;5.0;Fiéis
2345;54.0;17.0;1244.0;3;4;5;345;7.5;Fiéis
322;93.0;7.0;41.0;1;2;1;121;2.5;Hibernando
10897;63.0;32.0;1174.0;2;5;5;255;7.0;Fiéis
6103;40.0;7.0;100.0;3;2;3;323;5.5;Potencialmente fiéis
10500;96.0;9.0;98.0;1;3;3;133;4.0;Em Risco
1655;81.0;5.0;48.0;1;1;2;112;2.5;Hibernando
2406;63.0;19.0;519.0;2;5;4;254;6.5;Fiéis
5517;51.0;5.0;37.0;3;1;1;311;4.0;Potencialmente fiéis
10643;23.0;20.0;653.0;4;5;5;455;9.0;Campeões
10281;11.0;19.0;602.0;5;5;5;555;10.0;Campeões
6958;42.0;5.0;26.0;3;1;1;311;4.0;Potencialmente fiéis
954;77.0;7.0;102.0;2;2;3;223;4.5;Precisam de atenção
4643;40.0;9.0;176.0;3;3;3;333;6.0;Fiéis
6497;32.0;17.0;433.0;4;4;4;444;8.0;Campeões
2802;61.0;18.0;961.0;2;4;5;245;6.5;Fiéis
6507;16.0;8.0;56.0;5;2;2;522;7.0;Potencialmente fiéis
7901;39.0;4.0;22.0;4;1;1;411;5.0;Potencialmente fiéis
2686;49.0;4.0;26.0;3;1;1;311;4.0;Potencialmente fiéis
3107;31.0;13.0;350.0;4;4;4;444;8.0;Campeões
11031;90.0;5.0;40.0;1;1;1;111;2.0;Hibernando
975;25.0;15.0;264.0;4;4;4;444;8.0;Campeões
1055;40.0;5.0;45.0;3;1;2;312;4.5;Potencialmente fiéis
6544;63.0;27.0;976.0;2;5;5;255;7.0;Fiéis
1241;1.0;6.0;51.0;5;1;2;512;6.5;Potencialmente fiéis
2909;89.0;20.0;1264.0;1;5;5;155;6.0;Em Risco
5802;40.0;7.0;75.0;3;2;2;322;5.0;Potencialmente fiéis
1407;5.0;7.0;57.0;5;2;2;522;7.0;Potencialmente fiéis
6183;3.0;8.0;140.0;5;2;3;523;7.5;Potencialmente fiéis
340;1.0;19.0;497.0;5;5;4;554;9.5;Campeões
5991;24.0;13.0;266.0;4;4;4;444;8.0;Campeões
9729;48.0;23.0;615.0;3;5;5;355;8.0;Fiéis
11091;68.0;6.0;22.0;2;1;1;211;3.0;Quase em risco
3969;46.0;7.0;133.0;3;2;3;323;5.5;Potencialmente fiéis
1916;92.0;19.0;437.0;1;5;4;154;5.5;Em Risco
9907;80.0;26.0;1013.0;1;5;5;155;6.0;Em Risco
87;16.0;7.0;57.0;5;2;2;522;7.0;Potencialmente fiéis
8659;50.0;27.0;1038.0;3;5;5;355;8.0;Fiéis
6147;51.0;4.0;28.0;3;1;1;311;4.0;Potencialmente fiéis
8832;24.0;9.0;123.0;4;3;3;433;7.0;Fiéis
10067;79.0;4.0;13.0;2;1;1;211;3.0;Quase em risco
7532;26.0;10.0;132.0;4;3;3;433;7.0;Fiéis
2115;68.0;7.0;66.0;2;2;2;222;4.0;Precisam de atenção
2493;34.0;18.0;608.0;4;4;5;445;8.5;Campeões
1631;3.0;23.0;1282.0;5;5;5;555;10.0;Campeões
10104;65.0;4.0;8.0;2;1;1;211;3.0;Quase em risco
3006;83.0;5.0;43.0;1;1;1;111;2.0;Hibernando
642;69.0;8.0;103.0;2;2;3;223;4.5;Precisam de atenção
10127;21.0;15.0;395.0;4;4;4;444;8.0;Campeões
271;30.0;15.0;258.0;4;4;4;444;8.0;Campeões
4973;39.0;5.0;25.0;4;1;1;411;5.0;Potencialmente fiéis
2948;76.0;10.0;185.0;2;3;3;233;5.0;Fiéis
2715;11.0;11.0;180.0;5;3;3;533;8.0;Fiéis
10432;26.0;5.0;22.0;4;1;1;411;5.0;Potencialmente fiéis
9216;34.0;7.0;44.0;4;2;2;422;6.0;Potencialmente fiéis
7124;72.0;12.0;94.0;2;3;3;233;5.0;Fiéis
9727;13.0;7.0;81.0;5;2;3;523;7.5;Potencialmente fiéis
1818;23.0;5.0;38.0;4;1;1;411;5.0;Potencialmente fiéis
1100;33.0;11.0;61.0;4;3;2;432;6.5;Potencialmente fiéis
7873;30.0;16.0;300.0;4;4;4;444;8.0;Campeões
10609;15.0;8.0;88.0;5;2;3;523;7.5;Potencialmente fiéis
6950;25.0;7.0;54.0;4;2;2;422;6.0;Potencialmente fiéis
9481;80.0;11.0;68.0;1;3;2;132;3.5;Em Risco
7699;30.0;15.0;258.0;4;4;4;444;8.0;Campeões
2711;6.0;5.0;31.0;5;1;1;511;6.0;Potencialmente fiéis
8933;16.0;8.0;66.0;5;2;2;522;7.0;Potencialmente fiéis
8726;57.0;13.0;174.0;3;4;3;343;6.5;Fiéis
1515;9.0;5.0;28.0;5;1;1;511;6.0;Potencialmente fiéis
5186;59.0;22.0;731.0;2;5;5;255;7.0;Fiéis
10157;78.0;12.0;274.0;2;3;4;234;5.5;Fiéis
902;74.0;13.0;312.0;2;4;4;244;6.0;Fiéis
977;10.0;20.0;414.0;5;5;4;554;9.5;Campeões
7313;63.0;23.0;1565.0;2;5;5;255;7.0;Fiéis
7600;13.0;6.0;29.0;5;1;1;511;6.0;Potencialmente fiéis
9706;98.0;8.0;94.0;1;2;3;123;3.5;Em Risco
4548;66.0;5.0;54.0;2;1;2;212;3.5;Quase em risco
9362;14.0;18.0;568.0;5;4;5;545;9.5;Campeões
2829;25.0;22.0;731.0;4;5;5;455;9.0;Campeões
492;3.0;19.0;424.0;5;5;4;554;9.5;Campeões
4541;84.0;12.0;257.0;1;3;4;134;4.5;Em Risco
1321;49.0;9.0;56.0;3;3;2;332;5.5;Potencialmente fiéis
8858;69.0;21.0;542.0;2;5;4;254;6.5;Fiéis
3266;96.0;7.0;125.0;1;2;3;123;3.5;Em Risco
11187;23.0;9.0;69.0;4;3;2;432;6.5;Potencialmente fiéis
8207;18.0;5.0;40.0;5;1;1;511;6.0;Potencialmente fiéis
2666;21.0;23.0;907.0;4;5;5;455;9.0;Campeões
1646;36.0;7.0;46.0;4;2;2;422;6.0;Potencialmente fiéis
2656;63.0;5.0;59.0;2;1;2;212;3.5;Quase em risco
7990;2.0;4.0;17.0;5;1;1;511;6.0;Potencialmente fiéis
2980;52.0;10.0;35.0;3;3;1;331;5.0;Potencialmente fiéis
1839;25.0;8.0;141.0;4;2;3;423;6.5;Potencialmente fiéis
10722;63.0;17.0;546.0;2;4;4;244;6.0;Fiéis
9014;65.0;10.0;61.0;2;3;2;232;4.5;Precisam de atenção
7620;71.0;8.0;106.0;2;2;3;223;4.5;Precisam de atenção
10968;0.0;26.0;704.0;5;5;5;555;10.0;Campeões
11133;3.0;19.0;424.0;5;5;4;554;9.5;Campeões
1876;15.0;6.0;85.0;5;1;3;513;7.0;Potencialmente fiéis
5959;80.0;15.0;199.0;1;4;3;143;4.5;Em Risco
4333;76.0;10.0;54.0;2;3;2;232;4.5;Precisam de atenção
3850;52.0;5.0;43.0;3;1;1;311;4.0;Potencialmente fiéis
6168;28.0;6.0;53.0;4;1;2;412;5.5;Potencialmente fiéis
607;31.0;22.0;521.0;4;5;4;454;8.5;Campeões
6983;24.0;7.0;45.0;4;2;2;422;6.0;Potencialmente fiéis
692;88.0;4.0;16.0;1;1;1;111;2.0;Hibernando
736;67.0;7.0;52.0;2;2;2;222;4.0;Precisam de atenção
4838;40.0;4.0;15.0;3;1;1;311;4.0;Potencialmente fiéis
9246;73.0;17.0;415.0;2;4;4;244;6.0;Fiéis
6261;81.0;18.0;470.0;1;4;4;144;5.0;Em Risco
7366;12.0;21.0;1438.0;5;5;5;555;10.0;Campeões
10659;7.0;11.0;53.0;5;3;2;532;7.5;Potencialmente fiéis
1448;33.0;9.0;51.0;4;3;2;432;6.5;Potencialmente fiéis
4286;24.0;22.0;679.0;4;5;5;455;9.0;Campeões
4749;55.0;22.0;586.0;3;5;5;355;8.0;Fiéis
4201;39.0;19.0;468.0;4;5;4;454;8.5;Campeões
10084;9.0;7.0;50.0;5;2;2;522;7.0;Potencialmente fiéis
7004;82.0;9.0;84.0;1;3;3;133;4.0;Em Risco
9817;71.0;27.0;1049.0;2;5;5;255;7.0;Fiéis
8080;50.0;4.0;22.0;3;1;1;311;4.0;Potencialmente fiéis
8372;81.0;4.0;30.0;1;1;1;111;2.0;Hibernando
8235;8.0;23.0;843.0;5;5;5;555;10.0;Campeões
9405;40.0;11.0;172.0;3;3;3;333;6.0;Fiéis
